difficulty,event_order,beat_idx,beat_time,onset_time,residual_ms,timing_source,subdivision,source_event_idx,onset_class,segment_idx,segment_focus,motif_id,motif_length_beats,motif_token_length,motif_repeat_count,motif_fingerprint,event_role,difficulty_inclusion
hard,65,234,107.781,107.996,-16.0,onset,eighth,1248,full-spectrum,7,full-spectrum,,,,,,easy,easy
hard,66,236,108.696,108.687,-9.0,onset,downbeat,1252,full-spectrum,7,full-spectrum,,,,,,easy,easy
hard,67,267,123.002,123.225,-3.5,onset,eighth,1453,full-spectrum,8,harmonic,,,,,,hard,hard
hard,68,268,123.455,123.225,-3.5,onset,eighth,1454,harmonic,8,harmonic,,,,,,medium,medium
hard,69,269,123.925,123.225,-3.5,onset,eighth,1455,percussive,8,harmonic,,,,,,hard,hard
hard,70,270,124.386,123.907,-18.0,onset,downbeat,1469,harmonic,8,harmonic,,,,,,easy,easy
hard,71,271,124.848,123.919,-6.0,onset,downbeat,1470,full-spectrum,8,harmonic,,,,,,hard,hard
hard,72,272,125.309,123.919,-6.0,onset,downbeat,1471,percussive,8,harmonic,,,,,,hard,hard
hard,73,274,126.224,125.289,-20.0,onset,downbeat,1499,harmonic,8,harmonic,,,,,,easy,easy
hard,74,275,126.694,125.301,-8.0,onset,downbeat,1500,full-spectrum,8,harmonic,,,,,,hard,hard
hard,75,276,127.155,125.301,-8.0,onset,downbeat,1501,percussive,8,harmonic,,,,,,hard,hard
hard,76,277,127.617,125.771,0.0,onset,downbeat,1505,full-spectrum,8,harmonic,,,,,,hard,hard
hard,77,278,128.087,125.771,-453.0,onset,downbeat,1506,percussive,8,harmonic,,,,,,hard,hard
hard,78,279,128.557,126.456,-238.0,onset,eighth,1521,full-spectrum,8,harmonic,,,,,,hard,hard
hard,79,280,129.01,126.456,-699.0,onset,eighth,1522,percussive,8,harmonic,,,,,,hard,hard
hard,80,287,132.232,132.229,-3.0,onset,downbeat,1569,full-spectrum,10,full-spectrum,,,,,,hard,hard
hard,81,288,132.693,132.92,-4.0,onset,eighth,1576,full-spectrum,10,full-spectrum,,,,,,easy,easy
hard,82,290,133.616,133.608,-8.0,onset,downbeat,1590,full-spectrum,10,full-spectrum,,,,,,easy,easy
hard,83,291,134.078,134.301,-7.5,onset,eighth,1600,full-spectrum,10,full-spectrum,,,,,,easy,easy
hard,84,292,134.539,134.658,-35.0,onset,triplet,1609,full-spectrum,10,full-spectrum,,,,,,medium,medium
hard,85,314,144.701,144.681,-20.0,onset,downbeat,1693,harmonic,11,harmonic,,,,,,easy,easy
hard,86,315,145.162,144.689,-12.0,onset,downbeat,1694,full-spectrum,11,harmonic,,,,,,hard,hard
hard,87,316,145.624,144.689,-12.0,onset,downbeat,1695,percussive,11,harmonic,,,,,,hard,hard
hard,88,317,146.085,145.38,-13.0,onset,eighth,1698,harmonic,11,harmonic,,,,,,medium,medium
hard,89,318,146.547,146.074,-11.0,onset,downbeat,1700,full-spectrum,11,harmonic,,,,,,hard,hard
hard,90,319,147.0,146.074,-11.0,onset,downbeat,1701,harmonic,11,harmonic,,,,,,medium,medium
hard,91,320,147.47,146.759,-14.5,onset,eighth,1703,harmonic,11,harmonic,,,,,,easy,easy
hard,92,324,149.316,149.534,-12.5,onset,eighth,1718,full-spectrum,11,harmonic,,,,,,hard,hard
hard,93,325,149.777,149.995,-8.5,onset,eighth,1728,percussive,11,harmonic,,,,,,hard,hard
hard,94,326,150.23,150.007,3.5,onset,eighth,1729,full-spectrum,11,harmonic,,,,,,hard,hard
hard,95,327,150.7,150.692,-8.0,onset,downbeat,1741,full-spectrum,11,harmonic,,,,,,hard,hard
hard,96,328,151.153,150.695,-5.0,onset,downbeat,1743,percussive,11,harmonic,,,,,,hard,hard
hard,97,329,151.615,151.147,-6.0,onset,downbeat,1750,full-spectrum,11,harmonic,,,,,,hard,hard
hard,98,330,152.076,151.612,-3.0,onset,downbeat,1756,full-spectrum,11,harmonic,,,,,,hard,hard
hard,99,331,152.546,151.612,-3.0,onset,downbeat,1757,percussive,11,harmonic,,,,,,hard,hard
hard,100,332,152.999,152.297,-14.0,onset,eighth,1768,percussive,11,harmonic,,,,,,hard,hard
hard,101,333,153.469,152.764,-8.5,onset,eighth,1777,percussive,11,harmonic,,,,,,hard,hard
hard,102,334,153.922,152.773,0.5,onset,eighth,1778,full-spectrum,11,harmonic,,,,,,hard,hard
hard,103,335,154.392,153.464,-5.0,onset,downbeat,1792,percussive,12,percussive,,,,,,medium,medium
hard,104,339,156.238,155.066,-14.0,onset,eighth,1811,percussive,12,percussive,,,,,,medium,medium
hard,105,340,156.691,155.074,-6.0,onset,eighth,1812,full-spectrum,12,percussive,,,,,,hard,hard
hard,106,341,157.153,155.533,-8.5,onset,eighth,1822,percussive,12,percussive,,,,,,easy,easy
hard,107,360,165.921,166.147,-9.0,onset,eighth,1994,full-spectrum,13,full-spectrum,,,,,,easy,easy
hard,108,361,166.391,166.621,3.5,onset,eighth,2003,full-spectrum,13,full-spectrum,,,,,,easy,easy
hard,109,363,167.314,167.308,-6.0,onset,downbeat,2015,full-spectrum,13,full-spectrum,,,,,,easy,easy
hard,110,364,167.767,167.764,-3.0,onset,downbeat,2025,full-spectrum,13,full-spectrum,,,,,,easy,easy
hard,111,365,168.237,168.226,-11.0,onset,downbeat,2028,full-spectrum,13,full-spectrum,,,,,,easy,easy
hard,112,388,178.843,179.072,-6.0,onset,eighth,2205,full-spectrum,14,harmonic,,,,,,hard,hard
hard,113,389,179.313,179.072,-6.0,onset,eighth,2206,harmonic,14,harmonic,,,,,,medium,medium
hard,114,390,179.766,179.072,-6.0,onset,eighth,2207,percussive,14,harmonic,,,,,,hard,hard
hard,115,392,180.689,180.666,-23.0,onset,downbeat,2234,percussive,14,harmonic,,,,,,hard,hard
hard,116,393,181.159,180.674,-15.0,onset,downbeat,2235,harmonic,14,harmonic,,,,,,easy,easy
hard,117,394,181.612,180.686,-3.0,onset,downbeat,2236,full-spectrum,14,harmonic,,,,,,hard,hard
hard,118,395,182.082,181.374,-11.5,onset,eighth,2240,harmonic,14,harmonic,,,,,,easy,easy
hard,119,396,182.535,181.38,-5.5,onset,eighth,2241,full-spectrum,14,harmonic,,,,,,hard,hard
hard,120,397,183.005,182.073,-9.0,onset,downbeat,2250,full-spectrum,14,harmonic,,,,,,hard,hard
hard,121,398,183.467,182.073,-9.0,onset,downbeat,2251,harmonic,14,harmonic,,,,,,easy,easy
hard,122,399,183.928,182.764,-6.0,onset,eighth,2262,full-spectrum,14,harmonic,,,,,,hard,hard
hard,123,400,184.381,182.764,-6.0,onset,eighth,2264,percussive,14,harmonic,,,,,,hard,hard
hard,124,401,184.851,183.455,-12.0,onset,downbeat,2272,full-spectrum,14,harmonic,,,,,,hard,hard
hard,125,406,187.15,187.368,-17.0,onset,eighth,2324,percussive,14,harmonic,,,,,,hard,hard
hard,126,407,187.62,187.379,-6.0,onset,eighth,2326,full-spectrum,14,harmonic,,,,,,hard,hard
hard,127,409,188.543,188.764,-10.0,onset,eighth,2344,percussive,14,harmonic,,,,,,hard,hard
hard,128,410,189.005,188.775,1.0,onset,eighth,2345,full-spectrum,14,harmonic,,,,,,hard,hard
hard,129,411,189.466,189.678,-14.5,onset,eighth,2359,percussive,14,harmonic,,,,,,hard,hard
hard,130,412,189.919,189.69,-2.5,onset,eighth,2360,full-spectrum,14,harmonic,,,,,,hard,hard
hard,131,413,190.389,190.137,-17.0,onset,eighth,2368,percussive,15,percussive,,,,,,easy,easy
hard,132,415,191.312,191.065,-12.0,onset,eighth,2382,percussive,15,percussive,,,,,,easy,easy
hard,133,416,191.774,191.071,-6.0,onset,eighth,2383,full-spectrum,15,percussive,,,,,,hard,hard
hard,134,417,192.235,191.533,-10.0,onset,eighth,2389,percussive,15,percussive,,,,,,easy,easy
hard,135,418,192.688,192.456,-5.5,onset,eighth,2404,full-spectrum,15,percussive,,,,,,hard,hard
hard,136,419,193.158,192.456,-5.5,onset,eighth,2406,percussive,15,percussive,,,,,,easy,easy
hard,137,420,193.611,192.906,-17.0,onset,eighth,2413,percussive,15,percussive,,,,,,easy,easy
hard,138,430,198.226,198.455,-6.0,onset,eighth,2490,full-spectrum,16,full-spectrum,,,,,,easy,easy
hard,139,432,199.149,199.149,0.0,onset,downbeat,2497,full-spectrum,16,full-spectrum,,,,,,medium,medium
hard,140,433,199.619,199.851,1.0,onset,eighth,2510,full-spectrum,16,full-spectrum,,,,,,easy,easy
hard,141,434,200.081,200.304,-7.5,onset,eighth,2517,full-spectrum,16,full-spectrum,,,,,,medium,medium
hard,142,436,200.995,201.117,-34.667,onset,triplet,2529,full-spectrum,16,full-spectrum,,,,,,easy,easy
hard,143,441,203.311,203.535,-2.5,onset,eighth,2561,harmonic,17,harmonic,,,,,,medium,medium
hard,144,442,203.764,203.984,-15.0,onset,eighth,2567,percussive,17,harmonic,,,,,,hard,hard
hard,145,443,204.234,203.987,-12.0,onset,eighth,2568,harmonic,17,harmonic,,,,,,easy,easy
hard,146,444,204.687,203.996,-3.0,onset,eighth,2569,full-spectrum,17,harmonic,,,,,,hard,hard
hard,147,447,206.08,206.303,-3.5,onset,eighth,2585,harmonic,17,harmonic,,,,,,medium,medium
hard,148,450,207.456,207.688,-3.0,onset,eighth,2600,full-spectrum,17,harmonic,,,,,,hard,hard
hard,149,451,207.926,207.688,-3.0,onset,eighth,2601,harmonic,17,harmonic,,,,,,easy,easy
hard,150,452,208.387,208.379,-8.0,onset,downbeat,2612,harmonic,17,harmonic,,,,,,hard,hard
hard,151,455,209.772,209.766,-6.0,onset,downbeat,2623,full-spectrum,17,harmonic,,,,,,hard,hard
hard,152,456,210.225,209.766,-6.0,onset,downbeat,2624,harmonic,17,harmonic,,,,,,easy,easy
hard,153,458,211.156,211.148,-8.0,onset,downbeat,2641,full-spectrum,17,harmonic,,,,,,hard,hard
hard,154,462,212.994,213.226,-3.0,onset,eighth,2667,full-spectrum,17,harmonic,,,,,,hard,hard
hard,155,464,213.925,213.914,-11.0,onset,downbeat,2677,percussive,18,percussive,,,,,,medium,medium
hard,156,465,214.387,214.605,-12.5,onset,eighth,2682,percussive,18,percussive,,,,,,easy,easy
hard,157,467,215.31,215.304,-6.0,onset,downbeat,2691,percussive,18,percussive,,,,,,medium,medium
hard,158,468,215.763,215.989,-0.5,onset,eighth,2699,percussive,18,percussive,,,,,,medium,medium
hard,159,470,216.694,216.674,-20.0,onset,downbeat,2702,percussive,18,percussive,,,,,,easy,easy
hard,160,491,226.386,226.38,-6.0,onset,downbeat,2751,full-spectrum,18,percussive,,,,,,hard,hard
hard,161,492,226.804,226.38,-6.0,onset,downbeat,2753,percussive,18,percussive,,,,,,hard,hard
hard,162,496,228.467,228.458,-9.0,onset,downbeat,2759,full-spectrum,19,full-spectrum,,,,,,medium,medium
hard,163,497,228.92,228.458,-9.0,onset,downbeat,2761,percussive,19,full-spectrum,,,,,,hard,hard
hard,164,499,229.843,229.84,-3.0,onset,downbeat,2764,full-spectrum,19,full-spectrum,,,,,,easy,easy
hard,165,500,230.304,229.843,0.0,onset,downbeat,2765,percussive,19,full-spectrum,,,,,,hard,hard
hard,166,502,231.236,231.227,-9.0,onset,downbeat,2769,full-spectrum,19,full-spectrum,,,,,,hard,hard
hard,167,507,233.543,233.538,-5.0,onset,downbeat,2778,percussive,19,full-spectrum,,,,,,hard,hard
hard,168,515,237.227,237.584,49.667,onset,triplet,2796,percussive,19,full-spectrum,,,,,,hard,hard
